ingredient',pairings'
'sour cream',"['baked goods', ' borscht', ' caviar', ' desserts', ' dill', ' dips', ' fruit', ' horseradish', ' lemon, juice', ' mustard', ' paprika', ' pepper', ' potatoes', ' salads and salad dressings', ' sauces', ' soups']"
'sourness',"['apples, tart', ' blackberries', ' buttermilk', ' caraway seeds', ' cheese, sour', ' cherries, sour', ' citrus', ' cloves', ' coriander', ' cornichons', ' cranberries', ' cream cheese', ' cream of tartar', ' crème fraîche', ' currants', ' fermented foods', ' fruits, sour', ' fruits, unripened', ' galangal', ' ginger', ' grapefruit', ' grapes, green', ' kaffir lime', ' kiwi fruit', ' kumquats', ' lemon, juice', ' lemon, zest', ' lemon, preserved', ' lemongrass', ' lime, juice', ' lime, zest', ' milk, goat's', ' miso', ' mushrooms, enoki', ' orange, juice', ' orange, zest', ' pickled foods', ' plums', ' ponzu', ' quince', ' rhubarb', ' rose hips', ' sauces, reduced-wine', ' sauerkraut', ' sorrel', ' sour cream', ' soy sauce', ' sumac', ' tamarind', ' tomatoes', ' verjus', ' vinegars', ' whey', ' wine, dry', ' yogurt', ' yuzu']"
'soy sauce',"['basil', ' beef', ' broccoli', ' chicken', ' coriander', ' fish, cooked', ' fish, raw', ' garlic', ' ginger', ' honey', ' lime juice', ' lobster, raw', ' marinades', ' meats', ' mirin', ' molasses', ' orange zest', ' peanuts', ' red pepper flakes', ' salt', ' scallions', ' seafood', ' sesame oil', ' sugar', ' wasabi']"
'spinach',"['almonds', ' anchovies', ' apples', ' bacon', ' basil', ' butter, unsalted', ' cayenne', ' chard', ' cheese, aged', ' cheese, comté', ' cheese, emmental', ' cheese, feta', ' cheese, goat', ' cheese, parmesan', ' cheese, ricotta', ' chicken', ' chickpeas', ' chives', ' crab', ' cream / milk', ' cream cheese', ' crème fraîche', ' cumin', ' curry', ' dill', ' eggs', ' fennel', ' fish', ' garlic', ' ginger', ' greens, collard', ' lamb', ' lemon, juice', ' lentils', ' lovage', ' marjoram', ' mascarpone', ' mint', ' mushrooms', ' mustard, dijon', ' mustard seeds', ' nutmeg', ' oil, canola', ' oil, peanut', ' oil, sesame', ' oil, vegetable', ' oil, walnut', ' olive oil', ' onions', ' pancetta', ' paprika, sweet', ' parsley', ' pasta', ' pecans', ' pepper, black', ' pepper, white', ' pesto', ' pine nuts', ' potatoes', ' prosciutto', ' quince', ' raisins', ' red pepper flakes', ' saffron', ' salt, kosher', ' salt, sea', ' salt cod', ' sauces, béchamel', ' sauces, mornay', ' scallions', ' sesame seeds', ' shallots', ' shrimp', ' smoked salmon', ' sorrel', ' sour cream', ' soy sauce', ' stocks, chicken', ' stocks, vegetable', ' sugar', ' tabasco sauce', ' thyme, fresh', ' tomatoes', ' tuna', ' vinaigrette', ' vinegar, balsamic', ' vinegar, cider', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' walnuts', ' yogurt']"
'sprouts',"['cucumbers', ' egg salad', ' salads', ' sandwiches', ' stir-fried dishes']"
'squab',"['bacon', ' beans, fava', ' beets', ' cabbage', ' cherries', ' fennel', ' figs', ' foie gras', ' garlic', ' juniper berries', ' lentils', ' mushrooms, wild', ' mustard', ' olive oil', ' olives', ' onions', ' pancetta', ' pears', ' peas', ' pepper, black', ' prunes', ' rice and risotto', ' rosemary', ' sage', ' salt', ' vinegar, balsamic', ' wine']"
"'squash, acorn'","['allspice', ' bay leaf', ' butter', ' cheese, parmesan', ' cinnamon', ' cream', ' eggs, custard', ' garlic', ' ginger, fresh', ' maple syrup', ' mascarpone', ' mushrooms', ' nutmeg', ' nuts', ' olive oil', ' onions', ' parsley', ' pork', ' sage', ' salt, kosher', ' sugar, brown', ' thyme', ' vanilla', ' vinegar, sherry']"
"'squash, butternut'","['allspice', ' anchovies', ' apples', ' artichokes, jerusalem', ' bacon', ' basil', ' bay leaf', ' bourbon', ' bread crumbs', ' brown butter', ' butter, unsalted', ' carrots', ' cayenne', ' celery', ' celery root', ' cheese, fontina', ' cheese, goat', ' cheese, gruyère', ' cheese, parmesan', ' cheese, pecorino', ' cheese, ricotta', ' cheese, ricotta salata', ' chervil', ' chestnuts', ' chickpeas', ' chile peppers', ' chili sauce', ' chives', ' cilantro', ' cinnamon', ' cloves', ' coconut milk', ' coriander', ' couscous', ' cream', ' crème fraîche', ' cumin', ' curry, paste (yellow)', ' curry, powder', ' duck', ' fenugreek', ' fish sauce, thai', ' garlic', ' ginger, fresh', ' ginger, ground', ' honey', ' leeks', ' lemon, juice', ' lemongrass', ' lime, juice', ' maple syrup', ' marjoram', ' mascarpone', ' mint', ' mushrooms', ' nutmeg', ' nuts', ' oil, canola', ' oil, grapeseed', ' oil, peanut', ' oil, pumpkin seed', ' oil, vegetable', ' olive oil', ' onions', ' orange, juice', ' pancetta', ' parsley,flat-leaf', ' parsnips', ' pears', ' pepper, black', ' pepper, white', ' pork', ' potatoes', ' pumpkin seeds', ' red pepper flakes', ' risotto', ' rosemary', ' sage', ' salsify', ' salt, kosher', ' salt, sea', ' shallots', ' shrimp', ' soups', ' sour cream', ' spinach', ' stocks, chicken', ' stocks, vegetable', ' sugar, brown', ' sugar, white', ' tarragon', ' thyme', ' truffle oil', ' vanilla', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, sherry', ' walnuts', ' watercress', ' wine, dry white', ' wine, vin santo', ' yams', ' yogurt']"
"'squash, spaghetti'","['bacon', ' basil', ' bell peppers', ' cheese, feta', ' cheese, gorgonzola', ' cheese, parmesan', ' chicken', ' chives', ' duck', ' garlic', ' ginger', ' honey, chestnut', ' olive oil', ' olives, black', ' oregano', ' parsley, flat-leaf', ' pasta', ' pepper, ground', ' salt', ' seafood, fish', ' seafood, scallops', ' tomatoes', ' vinaigrette']"
"'squash, summer'","['basil', ' bell peppers', ' butter', ' cheese, goat', ' cheese, gruyère', ' cheese, mozzarella', ' cheese, parmesan', ' chile peppers, dried red', ' chile peppers, fresh green', ' chives', ' cinnamon', ' coconut', ' coriander', ' corn', ' cream', ' cumin', ' curry leaves', ' dill', ' eggplant', ' garlic', ' lemon, juice', ' marjoram', ' mint', ' mustard seeds, black', ' olive oil', ' onions', ' oregano', ' parsley, flat-leaf', ' pecans', ' pepper, black', ' rosemary', ' sage', ' salt', ' sausage, italian', ' thyme', ' tomatoes', ' turmeric', ' walnuts', ' yogurt']"
"'squash, winter'","['allspice', ' apples, cider', ' apples, fruit', ' apples, juice', ' bacon', ' butter', ' caraway seeds', ' cayenne', ' celery, leaves', ' cheese, fontina', ' cheese, gruyère', ' cheese, parmesan', ' cheese, pecorino', ' cheese, romano', ' chili powder', ' cinnamon', ' cloves', ' coconut milk', ' coriander', ' cream', ' cumin', ' curry', ' garlic', ' ginger', ' honey', ' lamb', ' leeks', ' lemongrass', ' lime, juice', ' maple syrup', ' marjoram', ' mushrooms', ' mustard', ' nutmeg', ' nuts', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' oregano', ' paprika, sweet', ' parsley, flat-leaf', ' pasta', ' pears', ' pecans', ' pork', ' pumpkin', ' pumpkin seeds', ' quince', ' radicchio', ' red pepper flakes', ' risotto', ' rosemary', ' sage', ' savory', ' soups', ' stocks, chicken', ' stocks, vegetable', ' sugar, brown', ' thyme', ' truffles, white', ' vinegar, sherry', ' walnuts', ' wild rice']"
'squid',"['aioli', ' almonds', ' anchovies', ' arugula', ' basil', ' bay leaf', ' beans, white', ' bell peppers, green', ' bell peppers, red', ' bell peppers, yellow', ' butter, unsalted', ' cabbage, green', ' cabbage, red', ' caperberries', ' capers', ' carrots', ' cayenne', ' celery', ' chard', ' chile peppers', ' chives', ' chorizo', ' cilantro', ' cloves', ' cornichons', ' cornmeal (for breading)', ' couscous', ' currants', ' garlic', ' ginger', ' hoisin sauce', ' honey', ' ketchup', ' leeks', ' lemon, juice', ' lime, juice', ' lobster', ' marjoram', ' mayonnaise', ' melon', ' oil, grapeseed', ' oil, peanut (for frying)', ' oil, walnut', ' olive oil', ' olives', ' onions', ' orange, zest', ' oregano', ' parsley, flat-leaf', ' pasta', ' pepper, black', ' pepper, white', ' pine nuts', ' polenta', ' potatoes, new', ' red pepper flakes', ' rice, arborio', ' rice, bomba', ' risotto', ' saffron', ' salads', ' salt, kosher', ' salt, sea', ' scallions', ' scallops', ' sesame seeds', ' shallots', ' shiso', ' shrimp', ' soy sauce', ' squid ink', ' stock, fish', ' sugar', ' tabasco sauce', ' tarragon', ' thyme', ' tomatoes', ' vinegar, balsamic', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' vinegar, white wine', ' walnuts', ' wine, dry white', ' yuzu juice', ' zucchini']"
'strawberries',"['vinegar.', ' almonds', ' amaretto', ' apricots, pureed', ' bananas', ' berries', ' biscuit', ' blackberries', ' blueberries', ' boysenberries', ' brandy', ' buttermilk', ' caramel', ' cardamom', ' champagne', ' chartreuse', ' cheese, queso de los beyos', ' cheese, ricotta', ' chocolate, dark', ' chocolate, white', ' cinnamon', ' cloves', ' cognac', ' coriander', ' cream and ice cream', ' cream cheese', ' crème de cassis', ' crème fraîche', ' crust, pastry', ' crust, pie', ' custard', ' elderflower syrup', ' gelatin (for texture)', ' ginger', ' gooseberries', ' grapefruit', ' grapes', ' grappa', ' guava', ' hazelnuts', ' honey', ' kirsch', ' kumquats', ' lemon, juice', ' lemon, zest', ' lemon verbena', ' lime, juice', ' lime, zest', ' liqueurs, berry or orange', ' loquats', ' mangoes', ' maple syrup', ' mascarpone', ' melon', ' mint', ' nutmeg', ' oatmeal', ' orange, juice', ' orange, zest', ' papaya', ' passion fruit', ' peaches', ' peanuts', ' pecans', ' pepper, black', ' pies', ' pineapple', ' pine nuts', ' pistachios', ' plums', ' pomegranates', ' port', ' raspberries', ' rhubarb', ' rum', ' sake', ' sherry', ' shortcake', ' sour cream', ' sugar, brown', ' sugar, white', ' tarts', ' vanilla', ' vinegar, balsamic', ' walnuts', ' wine, red or rosé', ' yogurt', ' zabaglione', ' grand marnier']"
'stuffing',"['apples', ' bread crumbs', ' butter, unsalted', ' celery', ' chestnuts', ' chicken fat', ' chicken livers', ' corn bread', ' garlic', ' mushrooms', ' olive oil', ' onions', ' parsley, flat-leaf', ' pecans', ' pepper, black', ' pepper, white', ' prosciutto', ' rosemary', ' sage', ' salt, kosher', ' sausage', ' stocks, chicken', ' stocks, turkey', ' thyme', ' walnuts']"
"'sugar, palm'","['coconut', ' curries', ' custards', ' desserts', ' tamarind']"
'sumac',"['allspice', ' avocados', ' beets', ' cheese, feta', ' chicken', ' chickpeas', ' chile peppers', ' chili powder', ' coriander', ' cucumbers', ' cumin', ' eggplant', ' fennel', ' fish', ' garlic', ' ginger', ' kebabs', ' lamb', ' lemon, juice', ' lentils', ' lime', ' meats', ' mint', ' onions', ' orange', ' oregano', ' paprika', ' parsley', ' pepper, black', ' pine nuts', ' pomegrantes', ' rosemary', ' salads and salad dressings', ' salt', ' seafood', ' sesame seeds', ' shellfish', ' stewed dishes', ' thyme', ' tomatoes', ' vegetables', ' walnuts', ' yogurt']"
'sweetbreads',"['artichokes, jerusalem', ' asparagus', ' bacon', ' butter, unsalted', ' cabbage', ' capers', ' celery', ' celery root', ' cream', ' fennel', ' fennel seeds', ' flour (for dredging)', ' garlic', ' greens', ' ham', ' hazelnuts', ' honey', ' lemon, juice', ' liver', ' madeira', ' mushrooms', ' mustard', ' oil, peanut', ' olive oil', ' onions, red', ' onions, white', ' parsley, flat-leaf', ' peas', ' pecans', ' pepper, black', ' pepper, white', ' port', ' raisins', ' salt, kosher', ' salt, sea', ' scallions', ' shallots', ' soy sauce', ' spinach', ' stock, chicken', ' sugar', ' thyme, fresh', ' truffles, black', ' vermouth', ' vinegar, balsamic', ' vinegar, red', ' vinegar, rice', ' vinegar, sherry', ' vinegar, white', ' wine, white']"
'sweetness',"['apple, cider', ' apple, fruit', ' apple, juice', ' apricots', ' bananas', ' barley', ' basil, sweet', ' beans', ' beets', ' bell peppers, red', ' bell peppers, yellow', ' brandies, fruit', ' butter', ' caramel', ' carrots', ' cherries, sweet', ' chestnuts', ' chocolate, dark', ' chocolate, milk', ' chocolate, white', ' clementines', ' cloves', ' cocoa, sweetened', ' coconut and coconut milk', ' corn', ' corn syrup', ' crab', ' cream', ' currants', ' daikon', ' dates', ' figs', ' fruits, dried', ' fruits, ripe', ' fruit juices', ' garlic, roasted', ' ginger, candied', ' grapes', ' guava', ' hoisin sauce', ' honey', ' jicama', ' ketchup', ' lentils', ' licorice', ' liqueurs, sweet', ' lobster', ' lotus root', ' lychee nuts', ' madeira', ' mangoes', ' maple syrup', ' melons', ' milk', ' mirin (japanese sweetener)', ' molasses', ' nectarines', ' onions, cooked', ' onions, sweet', ' oranges, sweet', ' papaya', ' parsnips', ' passion fruits', ' peaches', ' pears', ' peas and sugar snap peas', ' persimmons', ' pimentos', ' pineapple', ' plantains', ' plums, sweet', ' plum sauce', ' pomegranates', ' potatoes', ' prunes', ' pumpkin', ' raisins', ' raspberries', ' rice', ' roasted foods', ' sake', ' scallops', ' sherry, sweet', ' shrimp', ' squash, winter', ' strawberries', ' sugar, brown', ' sugar, palm', ' sugar, white', ' sweet potatoes', ' tangerines', ' tomatoes', ' vermouth, sweet', ' vinegar, balsamic', ' watermelon', ' wheat', ' wines, sweet']"
'sweet potatoes',"['allspice', ' anise', ' apples and apple juice', ' bacon', ' bananas', ' basil', ' bay leaf', ' beans', ' bell peppers, green', ' bell peppers, red', ' bourbon', ' brandy', ' butter, unsalted', ' caramel', ' cheeses', ' chestnuts', ' chile peppers', ' chives', ' chocolate, white', ' cilantro', ' cinnamon', ' cloves', ' coconut', ' coriander', ' cranberries', ' cream', ' crème fraîche', ' cumin', ' curry powder', ' custards', ' dates', ' dill', ' duck', ' figs, dried', ' fruits and fruit juices', ' garlic', ' ginger', ' greens, bitter', ' ham', ' hazelnuts', ' honey', ' kale', ' ketchup', ' leeks', ' lemon, juice', ' lemon, zest', ' lime, juice', ' liqueurs, nut', ' liqueurs, orange', ' maple syrup', ' meats', ' molasses', ' mushrooms, chanterelle', ' mustard', ' nutmeg', ' oatmeal', ' oil, nut', ' oil, peanut', ' oil, sesame', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' paprika, smoked', ' parsley, flat-leaf', ' peanuts', ' pears', ' pecans', ' pepper, black', ' pepper, white', ' persimmons', ' pineapple', ' pork', ' potatoes, new', ' potatoes, red', ' poultry', ' prosciutto', ' pumpkin', ' pumpkin seeds', ' raisins', ' red pepper flakes', ' rosemary', ' rum', ' sage', ' salt, kosher', ' sausage, andouille', ' sausage, chorizo', ' sesame seeds', ' sour cream', ' stock, chicken', ' sugar, brown', ' tarragon', ' thyme', ' tomatoes', ' vanilla', ' vinegar, balsamic', ' vinegar, cider', ' walnuts', ' whiskey', ' wine, sweet', ' worcestershire sauce', ' yogurt']"
'swordfish',"['apples', ' bacon', ' basil', ' bay leaf', ' beans, white', ' bread crumbs', ' butter', ' capers', ' caponata', ' carrots', ' cayenne', ' celery', ' chili powder', ' cilantro', ' coconut milk', ' coriander', ' cream', ' cumin', ' currants', ' curry', ' fennel', ' garlic', ' lemon, juice', ' lemon, zest', ' lemon, preserved', ' lemongrass', ' lime, juice', ' lime, leaf (kaffir)', ' lime, zest', ' mint', ' oil, corn', ' olive oil', ' olives', ' onions', ' orange, juice', ' oregano', ' parsley, flat-leaf', ' pepper, black', ' pepper, red', ' pineapple', ' pine nuts', ' pistou', ' potatoes', ' red pepper flakes', ' rosemary', ' saffron', ' salt, kosher', ' salt, sea', ' scallions', ' shallots', ' star anise', ' stocks, chicken', ' stocks, fish', ' stocks, shrimp', ' tabasco sauce', ' tomatoes and tomato sauce', ' vinegar, balsamic', ' wine, dry white']"
'szechuan pepper',"['beans, black', ' chicken', ' chile peppers', ' curry powder', ' duck', ' five-spice powder', ' fried dishes', ' fruits, citrus', ' game', ' game birds', ' garlic', ' ginger', ' grilled dishes', ' honey', ' lemon', ' lime', ' meats', ' mushrooms', ' onions', ' orange', ' peppercorns, black', ' peppercorns, green', ' peppercorns, white', ' pork', ' quail', ' salt', ' scallions', ' sesame, oil', ' sesame, seeds', ' soy sauce', ' squid', ' star anise', ' stir-fried dishes']"
'tamarind',"['allspice', ' almonds', ' bananas', ' beans', ' beverages', ' cabbage', ' cardamom', ' chicken', ' chickpeas', ' chile peppers', ' chili powder', ' chutneys', ' cilantro', ' cinnamon', ' cloves', ' coconut and coconut milk', ' coriander', ' cumin', ' curries, curry paste, curry powder', ' dates', ' duck', ' fennel seeds', ' fenugreek', ' fish', ' fish sauce', ' fruits', ' game', ' garlic', ' ginger', ' greens', ' honey', ' lamb', ' lentils', ' lime, juice', ' mangoes', ' marinades', ' meats', ' mint', ' mushrooms', ' mustard', ' oil, grapeseed', ' onions, red', ' orange', ' paprika', ' peaches', ' peanuts', ' pears', ' pepper, black', ' pineapple', ' pork', ' potatoes', ' poultry', ' rice', ' sauces', ' scallops', ' sea bass', ' shellfish', ' shrimp', ' soups', ' soy sauce', ' star anise', ' stews', ' sugar, brown', ' sugar, palm', ' sugar, white', ' thai basil', ' turmeric', ' vegetables', ' vinaigrette', ' worcestershire sauce', ' yogurt']"
"'tarragon""'","['anise', ' apples', ' apricots', ' artichokes', ' asparagus', ' basil', ' bass', ' bay leaf', ' beans, green', ' beef', ' beets', ' broccoli', ' capers', ' carrots', ' cauliflower', ' celery seeds', ' cheese', ' chervil', ' chicken', ' chives', ' chocolate', ' corn', ' crab and crab cakes', ' cream', ' crème fraîche', ' dill', ' eggs and egg dishes', ' fennel bulb', ' fennel seeds', ' fines herbes', ' fish', ' game', ' game birds', ' garlic', ' grapefruit', ' greens, bitter', ' halibut', ' leeks', ' lemon, juice', ' lemon herbs (balm, thyme, verbena)', ' lentils', ' lettuces', ' lime', ' lobster', ' lovage', ' marjoram', ' mayonnaise', ' meats, white', ' melon', ' mint', ' mushrooms', ' mussels', ' mustard, dijon', ' mustard, chinese', ' olive oil', ' onions', ' orange, juice', ' oysters', ' paprika', ' parsley', ' pasta', ' peaches', ' peas', ' pepper, black', ' pernod', ' pork', ' potatoes', ' poultry', ' rabbit', ' radishes', ' rice', ' salads', ' salmon', ' salsify', ' sauces', ' savory', ' scallops', ' shallots', ' shellfish', ' shrimp', ' sole', ' soups', ' sorrel', ' soy sauce', ' spinach', ' squash, summer', ' steaks', ' stock, vegetable', ' stuffings', ' tomatoes', ' veal', ' vegetables', ' vinaigrette', ' vinegar', ' wine, red', ' zucchini']"
'tequila',"['chile peppers', ' cilantro', ' cointreau', ' fruit juice', ' ginger', ' grenadine', ' lemon, juice', ' lime, juice', ' orange, juice', ' pomegranate, juice', ' sage', ' salt', ' sugar', ' vermouth, dry', ' vermouth, sweet']"
'thyme',"['allspice', ' apples', ' bacon', ' basil', ' bay leaf', ' beans', ' beef', ' beer', ' bell peppers', ' bouquet garni', ' braised dishes', ' bread and other baked goods', ' broccoli', ' brussels sprouts', ' cabbage', ' caramel', ' carrots', ' casseroles', ' celery', ' cheese, fresh', ' cheese, goat', ' chicken', ' chile peppers', ' chives', ' chowders, clam', ' cloves', ' cod', ' coriander', ' corn', ' cranberries', ' curries', ' dates', ' dill', ' eggplant', ' eggs and egg dishes', ' fennel', ' figs', ' fish', ' fruits, dried', ' game', ' garlic', ' gumbos', ' herbes de provence', ' honey', ' jerk seasoning', ' lamb', ' lavender', ' leeks', ' legumes', ' lemon', ' lemon verbena', ' lentils', ' lovage', ' marinades', ' marjoram', ' meats and meat loaf', ' mint', ' mole sauce', ' mushrooms', ' mustard', ' nutmeg', ' olive oil', ' onions', ' orange', ' oregano', ' oysters', ' paprika', ' parsley', ' parsnips', ' pasta and pasta sauces', ' pâtés', ' pears', ' peas', ' pepper', ' pork', ' potatoes', ' poultry', ' rabbit', ' rice', ' roasts', ' rosemary', ' sage', ' salads and salad dressings', ' sauces', ' sausages', ' savory', ' seafood', ' soups', ' spanish cusine', ' spinach', ' stews', ' stocks', ' stuffings', ' tarragon', ' tomatoes', ' vegetables', ' venison', ' vinaigrettes', ' wine, red, and red wine sauces', ' zucchini']"
'tofu',"['asparagus', ' cabbage', ' garlic', ' ginger', ' miso', ' mushrooms', ' noodles', ' rice', ' salads and salad dressings', ' scallions', ' sesame, oil', ' sesame, seeds', ' soups', ' soy sauce', ' tamari', ' teriyaki']"
'tomatillos',"['avocado', ' chicken', ' chile peppers, fresh', ' cilantro', ' cucumber', ' fish', ' garlic', ' grilled dishes', ' guacamole', ' lime', ' onions', ' pork', ' salsas', ' salt, kosher', ' salt, sea', ' scallions', ' shellfish', ' shrimp', ' sour cream', ' stews', ' tequila', ' tomatoes']"
'tomatoes',"['aioli', ' allspice', ' almonds', ' anchovies', ' arugula', ' avocados', ' basil, lemon', ' basil, purple', ' bay leaf', ' beans, fava', ' beans, green', ' beets', ' bell peppers, red', ' bell peppers, green', ' bell peppers, yellow', ' bread, bread crumbs', ' broccoli', ' butter, unsalted', ' capers', ' carrots', ' cauliflower', ' cayenne', ' celery and celery salt', ' cheese, blue', ' cheese, cabrales', ' cheese, cheddar', ' cheese, feta', ' cheese, goat', ' cheese, gorgonzola', ' cheese, mozzarella', ' cheese, parmesan', ' cheese, pecorino', ' cheese, ricotta', ' cheese, ricotta salata', ' cheese, sheep's milk', ' chervil', ' chicken', ' chickpeas', ' chile peppers, chipotle', ' chile peppers, habanero', ' chile peppers, jalapeño', ' chile peppers, serrano', ' chile peppers, and/or dried sweet', ' chili', ' chili sauce', ' chives', ' cilantro', ' cinnamon', ' coconut milk', ' coriander', ' corn', ' crab', ' cream', ' cream cheese', ' cucumbers', ' cumin', ' curry', ' dill', ' eggplant', ' eggs', ' fennel', ' fennel seeds', ' fish', ' garlic', ' garlic chives', ' ginger', ' ham', ' hazelnuts', ' honey', ' horseradish', ' lamb', ' lavender', ' leeks', ' legumes', ' lemon, juice', ' lemon, zest', ' lemon balm', ' lime, juice', ' lovage', ' madeira', ' mango', ' marjoram', ' mayonnaise', ' meats', ' melon', ' mint', ' mushrooms', ' mustard', ' oil, grapeseed', ' oil, vegetable', ' okra', ' olive oil', ' olives, black', ' olives, niçoise', ' onions', ' orange, juice', ' oregano', ' paprika', ' parsley, flat-leaf', ' pasta and pasta sauces', ' peas', ' pepper, black', ' pepper, white', ' pineapple', ' pizza', ' port', ' raspberries', ' red pepper flakes', ' rice', ' rosemary', ' saffron', ' sage', ' salads, green', ' salt, fleur de sel', ' salt, kosher', ' salt, sea', ' sandwiches', ' sauces', ' shallots', ' shellfish', ' soups', ' squash', ' stews', ' stocks / broths, beef', ' stocks / broths, chicken', ' stocks / broths, vegetable', ' strawberries', ' sugar', ' tabasco sauce', ' tarragon', ' thyme', ' tomato paste', ' veal', ' vinaigrettes', ' vinegar, balsamic', ' vinegar, raspberry', ' vinegar, red wine', ' vinegar, rice', ' vinegar, sherry', ' vinegar, tarragon', ' vinegar, white', ' vinegar, wine', ' watermelon', ' wine, red', ' wine, rosé', ' wine, vermouth', ' wine, white', ' yogurt', ' zucchini']"
'trout',"['almonds', ' anchovies', ' apples, cider', ' apples, fruit', ' bacon', ' bay leaf', ' beans, green', ' bell peppers', ' bread crumbs', ' brown butter sauce', ' butter, unsalted', ' capers', ' carrots', ' cayenne', ' celery', ' cheese, manchego', ' cheese, parmesan', ' chili powder', ' corn', ' crayfish', ' cream', ' escarole', ' fines herbes', ' garlic', ' ham', ' leeks', ' lemon, juice', ' lentils', ' mint', ' mushrooms', ' oil, canola', ' oil, peanut', ' olive oil', ' onions', ' oregano', ' parsley', ' pine nuts', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' potatoes', ' sage', ' salt, kosher', ' sauces, béarnaise', ' shallots', ' stock, mushroom', ' thyme', ' tomatoes', ' vinegar', ' wine, dry red', ' wine, white']"
"'trout, smoked'","['apples', ' beans, green', ' bell pepper, roasted red', ' cayenne', ' chives', ' corn', ' cream', ' crème fraîche', ' dill', ' greens, baby', ' horseradish', ' lemon, juice', ' marjoram', ' nutmeg', ' olive oil', ' pepper, black', ' pepper, white', ' purslane', ' radishes', ' salt, sea', ' sour cream', ' walnut oil', ' wine, white']"
"'truffles, black'","['bacon', ' beef', ' cauliflower', ' chicken', ' cod', ' eggs, chicken', ' eggs, quail', ' foie gras', ' langoustines', ' lemon, juice', ' mushrooms', ' olive oil', ' pears', ' potatoes', ' rabbit', ' scallops', ' shellfish', ' stock, chicken', ' tarragon', ' vinegar, balsamic']"
"'truffles, pacific northwest'","['beef', ' butter', ' celery root', ' crab', ' eggs', ' game birds', ' leeks, melted', ' meats, red', ' pasta', ' potatoes', ' salads', ' seafood', ' shellfish', ' vegetables, root']"
"'truffles, white (and white truffle oil)'","['artichokes, jerusalem', ' butter', ' cheese, parmesan', ' cream / milk', ' eggs', ' onions', ' pasta', ' pears', ' pepper', ' potatoes', ' prosciutto', ' risotto', ' salt', ' thyme']"
'tuna',"['aioli', ' anchovies', ' arugula', ' asparagus', ' avocado', ' bacon', ' basil', ' bass, black', ' bay leaf', ' beans, black', ' beans, fava', ' beans, green', ' beans, white', ' beets', ' bell peppers', ' butter, unsalted', ' cabbage, green', ' capers', ' caponata', ' carrots', ' caviar', ' cayenne', ' celery', ' chervil', ' chile peppers, dried or fresh', ' chili oil', ' chili sauce', ' chives', ' cilantro', ' coconut milk', ' cognac', ' coriander', ' corn', ' cornichons', ' cucumbers', ' cumin', ' curry', ' daikon', ' dashi', ' dill', ' eggs', ' fennel', ' fennel pollen', ' fennel seeds', ' fish sauce, thai', ' frisée', ' garlic', ' ginger, pickled', ' ginger, fresh', ' ginger, juice', ' honey', ' jicama', ' leeks', ' lemon, juice', ' lemon, zest', ' lettuce, red oak', ' lime, juice', ' mayonnaise', ' mint', ' mirepoix', ' mirin', ' miso, sweet', ' mizuna', ' mushrooms, cultivated', ' mushrooms, shiitakes', ' mustard, dijon', ' mustard, seeds', ' nectarines', ' noodles, angel hair', ' noodles, vermicelli', ' noodles, rice', ' nori', ' oil, canola', ' oil, grapeseed', ' oil, peanut', ' oil, sesame', ' oil, vegetable', ' olive oil', ' olives', ' onions, green', ' onions, pearl', ' onions, red', ' onions, spanish', ' onions, spring', ' orange, blood or regular, juice', ' pancetta', ' paprika', ' parsley, flat-leaf', ' passion fruit', ' pasta', ' pepper, black', ' pepper, green', ' pepper, white', ' pine nuts', ' potatoes', ' prosciutto', ' radicchio', ' radishes', ' rice', ' rosemary', ' sage', ' sake', ' salt, kosher', ' salt, sea', ' scallions', ' scallops', ' sesame, oil', ' sesame, seeds', ' shallots', ' shiso', ' soy sauce', ' spinach', ' stock, chicken', ' sugar', ' sweet potatoes', ' tabasco sauce', ' tahini', ' tarragon', ' thyme', ' tomatoes, tomato juice, tomato paste', ' veal and veal cheeks', ' vinaigrette', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, red wine', ' vinegar, rice wine', ' vinegar, sherry', ' vinegar, white wine', ' vodka', ' wasabi', ' watercress', ' wine, dry red (grenache', ' wine, pinot noir', ' wine, syrah)', ' wine, rosé', ' yuzu, juice', ' yuzu, rind']"
'turbot',"['asparagus', ' butter, unsalted', ' champagne', ' chervil', ' chives', ' crème fraîche', ' fennel', ' garlic', ' ginger', ' hollandaise sauce', ' leeks', ' lemon, juice', ' lemon, zest', ' marjoram', ' miso', ' mushrooms', ' olive oil', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' potatoes', ' rosemary', ' saffron', ' sage', ' salt, sea', ' shallots', ' spinach', ' stocks, fish', ' stocks, mussel', ' tarragon', ' tomatoes', ' vanilla', ' wine, champagne', ' wine, white']"
